PropertyID,Address,City,State,Zip,SqFt,LotSize_Acres,Bedrooms,Bathrooms,GarageSpaces,HasPool,HasPatio,HasDeck,YearBuilt,LastSoldPrice
NobleOK-2333,3734 Oak Ave,Noble,OK,73068,2563,1.46,3,2.5,1,0,0,1,1991,307000
NobleOK-2334,9881 Maple Ln,Noble,OK,73068,4405,4.14,5,5.5,3,0,1,1,1979,590000
NobleOK-2335,710 Robinson St,Noble,OK,73068,2299,3.70,5,4.5,1,0,1,0,1972,269000
NobleOK-2336,8290 Main St,Noble,OK,73068,4294,3.03,5,5,1,0,1,1,1972,545000
NormanOK-2373,4862 Western Ave,Norman,OK,73071,2091,0.36,3,2,1,0,1,0,1970,280000
NormanOK-2374,5105 Robinson St,Norman,OK,73072,3261,0.15,2,2.5,1,0,1,0,1963,465000
NobleOK-2337,5565 Penn Ave,Noble,OK,73068,2582,1.48,4,3.5,1,0,1,1,1991,315000
NobleOK-2338,8683 Robinson St,Noble,OK,73068,2458,3.19,2,2,0,0,0,0,1971,284000
OklahomaCityOK-2373,6182 Main St,Oklahoma City,OK,73160,4394,0.19,4,4,0,1,0,1,1974,621000
OklahomaCityOK-2374,9676 Maple Ln,Oklahoma City,OK,73159,2510,0.25,3,2,3,0,0,1,1992,369000
NobleOK-2339,5477 Oak Ave,Noble,OK,73068,3486,2.43,3,3,3,1,1,1,1969,469000
NobleOK-2340,7991 Western Ave,Noble,OK,73068,3562,1.73,2,1,0,0,1,0,2020,480000
NobleOK-2341,1216 Pine Rd,Noble,OK,73068,2858,1.51,3,2.5,0,0,1,1,1962,329000
NormanOK-2375,6675 Main St,Norman,OK,73071,4115,0.27,2,1.5,3,0,0,1,2023,654000
OklahomaCityOK-2375,4371 Main St,Oklahoma City,OK,73139,3683,0.21,3,3.5,3,1,0,0,1972,520000
NormanOK-2376,9934 Oak Ave,Norman,OK,73071,1694,0.23,2,1.5,3,0,1,0,2021,293000
NobleOK-2342,3780 Penn Ave,Noble,OK,73068,2785,4.38,4,3.5,1,1,1,1,1974,367000
NormanOK-2377,5508 Western Ave,Norman,OK,73071,4181,0.23,2,1,2,0,1,1,2018,675000
NobleOK-2343,9987 Robinson St,Noble,OK,73068,4025,4.88,2,2.5,2,0,1,1,1995,520000
NobleOK-2344,6600 Washington Blvd,Noble,OK,73068,1838,2.07,3,3.5,0,0,1,1,2006,225000
NobleOK-2345,7118 Main St,Noble,OK,73068,3217,2.42,4,3.5,2,1,0,0,2009,458000
NormanOK-2378,1986 Cedar Ct,Norman,OK,73069,1315,0.33,2,1,3,0,1,0,1971,180000
NormanOK-2379,1536 Classen Blvd,Norman,OK,73069,2238,0.17,2,2.5,2,0,0,1,2011,348000
NobleOK-2346,6341 Washington Blvd,Noble,OK,73068,3389,2.67,4,3,3,1,0,0,1986,470000
NobleOK-2347,4272 Classen Blvd,Noble,OK,73068,3788,3.67,3,2.5,0,0,1,0,1993,471000
NormanOK-2380,4641 Washington Blvd,Norman,OK,73071,3297,0.18,3,3.5,0,0,1,1,1996,478000
NormanOK-2381,8335 Washington Blvd,Norman,OK,73072,2539,0.34,5,4,0,1,1,1,1961,359000
NormanOK-2382,4401 Cedar Ct,Norman,OK,73069,3193,0.19,4,4.5,0,1,1,1,1969,471000
OklahomaCityOK-2376,5301 Robinson St,Oklahoma City,OK,73170,2204,0.29,3,3.5,2,0,1,0,1985,300000
NobleOK-2348,1776 Maple Ln,Noble,OK,73068,2323,4.28,4,3,2,0,1,0,2014,310000
NobleOK-2349,597 Cedar Ct,Noble,OK,73068,1608,4.37,4,4.5,1,0,1,0,1980,190000
OklahomaCityOK-2377,4520 Main St,Oklahoma City,OK,73170,2649,0.25,4,3.5,3,0,1,1,1970,372000
NormanOK-2383,4472 Cedar Ct,Norman,OK,73071,4276,0.23,4,3.5,3,0,0,1,1995,647000
NormanOK-2384,5268 Washington Blvd,Norman,OK,73069,3988,0.31,5,5.5,2,0,0,0,1980,579000
NobleOK-2350,6969 Cedar Ct,Noble,OK,73068,4410,2.55,5,5.5,3,1,1,0,1974,601000
NobleOK-2351,8728 Oak Ave,Noble,OK,73068,1941,1.99,3,3,1,0,1,1,1962,207000
NobleOK-2352,6051 Oak Ave,Noble,OK,73068,4077,3.60,3,2.5,0,1,1,1,1967,533000
NormanOK-2385,7727 Cedar Ct,Norman,OK,73069,4409,0.32,2,2,0,0,0,1,1961,610000
OklahomaCityOK-2378,5830 Cedar Ct,Oklahoma City,OK,73160,2097,0.31,2,2,0,0,0,0,1962,231000
NormanOK-2386,6857 Western Ave,Norman,OK,73069,2073,0.23,4,4,0,0,1,0,2017,320000
NormanOK-2387,4157 Penn Ave,Norman,OK,73071,3494,0.29,2,2,0,0,0,1,1985,502000
NormanOK-2388,3031 Penn Ave,Norman,OK,73071,1419,0.25,3,3.5,3,0,1,0,1991,215000
NormanOK-2389,4077 Washington Blvd,Norman,OK,73072,1430,0.23,3,2,2,0,1,0,2011,233000
OklahomaCityOK-2379,4682 Oak Ave,Oklahoma City,OK,73170,4471,0.35,3,3,0,1,1,1,1962,606000
NobleOK-2353,5364 Maple Ln,Noble,OK,73068,3624,3.60,4,4.5,1,0,0,0,2002,461000
OklahomaCityOK-2380,9921 Oak Ave,Oklahoma City,OK,73160,2290,0.34,4,4,1,0,0,0,2009,318000
NobleOK-2354,810 Western Ave,Noble,OK,73068,1917,3.35,4,3.5,3,0,1,1,1991,250000
NobleOK-2355,5043 Maple Ln,Noble,OK,73068,1457,2.26,3,2.5,3,0,0,1,1997,191000
OklahomaCityOK-2381,6027 Washington Blvd,Oklahoma City,OK,73160,4252,0.17,3,3,2,1,1,0,2007,658000
NormanOK-2390,4542 Cedar Ct,Norman,OK,73072,1764,0.15,5,4.5,1,0,1,0,2014,259000
NormanOK-2391,7284 Main St,Norman,OK,73071,2252,0.16,3,2,2,0,0,1,1980,314000
OklahomaCityOK-2382,9678 Western Ave,Oklahoma City,OK,73170,3398,0.24,2,2.5,2,0,1,0,1963,441000
OklahomaCityOK-2383,3924 Cedar Ct,Oklahoma City,OK,73160,2423,0.23,5,4.5,1,0,1,0,1984,322000
NormanOK-2392,3402 Penn Ave,Norman,OK,73069,4225,0.40,5,5.5,2,1,1,1,1984,653000
NormanOK-2393,6041 Main St,Norman,OK,73071,3454,0.24,2,1,2,0,1,0,2020,538000
NormanOK-2394,222 Robinson St,Norman,OK,73072,1227,0.22,5,5.5,3,0,1,1,1998,197000
OklahomaCityOK-2384,3322 Oak Ave,Oklahoma City,OK,73139,3130,0.15,3,2.5,1,0,1,1,2000,433000
NormanOK-2395,4852 Oak Ave,Norman,OK,73069,3897,0.30,3,3,1,0,1,0,1973,563000
OklahomaCityOK-2385,2992 Penn Ave,Oklahoma City,OK,73170,2434,0.34,5,4,3,0,1,1,1964,326000
OklahomaCityOK-2386,5904 Classen Blvd,Oklahoma City,OK,73139,1586,0.30,3,3.5,1,0,1,1,1969,173000
NobleOK-2356,9452 Western Ave,Noble,OK,73068,1812,1.65,2,2.5,1,0,1,1,2014,238000
NormanOK-2396,3620 Cedar Ct,Norman,OK,73071,2983,0.22,5,5.5,2,0,0,1,1963,429000
NobleOK-2357,244 Oak Ave,Noble,OK,73068,1486,4.14,5,4.5,3,0,1,0,1994,197000
NormanOK-2397,1659 Penn Ave,Norman,OK,73071,3511,0.21,3,3,1,1,0,0,1975,533000
OklahomaCityOK-2387,5776 Cedar Ct,Oklahoma City,OK,73170,2026,0.30,5,4,3,0,0,0,1978,261000
NobleOK-2358,3856 Robinson St,Noble,OK,73068,2280,2.11,2,1.5,1,0,1,0,1980,266000
OklahomaCityOK-2388,9435 Maple Ln,Oklahoma City,OK,73160,4002,0.16,5,4,3,0,1,0,1982,566000
OklahomaCityOK-2389,7838 Classen Blvd,Oklahoma City,OK,73160,2932,0.21,2,1,0,0,1,0,2015,422000
NobleOK-2359,2820 Washington Blvd,Noble,OK,73068,1824,2.13,4,3,1,0,0,0,2016,253000
NormanOK-2398,632 Penn Ave,Norman,OK,73069,3031,0.30,5,5,2,0,1,0,1974,439000
OklahomaCityOK-2390,7250 Western Ave,Oklahoma City,OK,73159,4291,0.35,5,4,3,0,1,0,2017,643000
NormanOK-2399,8093 Cedar Ct,Norman,OK,73072,3920,0.34,5,4.5,1,0,1,1,1969,562000
NobleOK-2360,789 Washington Blvd,Noble,OK,73068,4486,4.15,4,3,0,0,1,0,1976,562000
OklahomaCityOK-2391,7076 Oak Ave,Oklahoma City,OK,73170,1737,0.28,5,4.5,2,0,0,0,2000,248000
NormanOK-2400,3174 Main St,Norman,OK,73072,1388,0.28,3,3,3,0,0,0,2005,218000
NormanOK-2401,5812 Maple Ln,Norman,OK,73069,2627,0.37,4,4,2,0,0,0,1966,358000
NormanOK-2402,7969 Cedar Ct,Norman,OK,73072,3168,0.21,2,2.5,1,0,0,0,1969,458000
NormanOK-2403,7551 Maple Ln,Norman,OK,73072,4335,0.21,4,3,2,0,0,1,1997,651000
NobleOK-2361,4332 Oak Ave,Noble,OK,73068,4440,3.53,3,3.5,2,0,1,1,2016,619000
OklahomaCityOK-2392,2124 Classen Blvd,Oklahoma City,OK,73159,4215,0.32,2,1,1,0,1,0,1971,568000
NormanOK-2404,6774 Penn Ave,Norman,OK,73071,2306,0.40,2,1,0,0,0,1,1961,293000
OklahomaCityOK-2393,8968 Maple Ln,Oklahoma City,OK,73159,3260,0.27,2,1.5,2,0,0,0,1991,447000
NormanOK-2405,8304 Penn Ave,Norman,OK,73072,3021,0.36,2,2.5,2,0,1,1,2000,463000
OklahomaCityOK-2394,3942 Washington Blvd,Oklahoma City,OK,73170,1249,0.34,5,4,0,0,0,0,2011,160000
NormanOK-2406,8197 Washington Blvd,Norman,OK,73072,2381,0.28,3,3,0,0,1,0,2017,356000
NobleOK-2362,8611 Robinson St,Noble,OK,73068,2063,2.52,4,4,2,0,0,1,2014,294000
NobleOK-2363,8328 Cedar Ct,Noble,OK,73068,2819,1.45,2,1.5,2,0,1,0,1972,344000
NormanOK-2407,8530 Washington Blvd,Norman,OK,73069,4282,0.29,2,2.5,0,0,1,0,1973,621000
NobleOK-2364,7262 Classen Blvd,Noble,OK,73068,1468,2.39,2,2,1,0,1,0,1978,167000
NobleOK-2365,5807 Washington Blvd,Noble,OK,73068,1774,3.38,2,2.5,1,0,1,1,2001,227000
OklahomaCityOK-2395,8471 Main St,Oklahoma City,OK,73139,2881,0.29,3,2.5,0,0,1,0,2017,414000
NobleOK-2366,446 Washington Blvd,Noble,OK,73068,3117,2.71,2,2.5,1,0,1,0,1964,379000
NobleOK-2367,5561 Main St,Noble,OK,73068,2150,2.18,5,4.5,0,0,1,0,2007,266000
OklahomaCityOK-2396,9063 Western Ave,Oklahoma City,OK,73160,2302,0.17,3,2,3,0,0,1,1971,314000
OklahomaCityOK-2397,4250 Cedar Ct,Oklahoma City,OK,73139,3802,0.23,2,1.5,1,1,1,0,2007,582000
NormanOK-2408,7963 Oak Ave,Norman,OK,73071,3744,0.37,2,2,1,0,0,0,2017,596000
OklahomaCityOK-2398,7556 Robinson St,Oklahoma City,OK,73170,4117,0.27,2,2,3,1,1,0,1990,623000
NormanOK-2409,6319 Western Ave,Norman,OK,73072,3402,0.15,4,3.5,1,0,0,1,2018,526000
NobleOK-2368,3415 Washington Blvd,Noble,OK,73068,3938,3.39,3,2,0,1,1,1,2007,535000
NobleOK-2369,9794 Robinson St,Noble,OK,73068,3722,1.22,5,5,3,0,0,0,2004,515000
NormanOK-2410,4838 Classen Blvd,Norman,OK,73069,3578,0.23,5,5.5,1,1,1,0,1969,543000
NobleOK-2370,1348 Maple Ln,Noble,OK,73068,4415,1.02,5,4,1,0,0,1,2009,594000
OklahomaCityOK-2399,1486 Maple Ln,Oklahoma City,OK,73160,4039,0.24,5,5.5,3,1,0,1,1960,558000
NobleOK-2371,7410 Maple Ln,Noble,OK,73068,3635,3.57,4,3.5,1,0,1,1,1961,431000
NobleOK-2372,9876 Washington Blvd,Noble,OK,73068,1639,2.07,3,2,3,0,1,0,1975,187000
NobleOK-2373,7010 Oak Ave,Noble,OK,73068,1836,1.52,3,2,2,0,1,0,2009,266000
OklahomaCityOK-2400,6815 Cedar Ct,Oklahoma City,OK,73160,3126,0.27,4,4.5,0,0,1,1,1975,413000
NobleOK-2374,1420 Main St,Noble,OK,73068,1892,4.51,2,2.5,3,0,0,0,2008,256000
NormanOK-2411,983 Main St,Norman,OK,73072,3623,0.20,4,3.5,3,0,1,0,1974,530000
NobleOK-2375,7131 Robinson St,Noble,OK,73068,3854,3.43,4,4.5,3,0,1,0,2005,542000
NormanOK-2412,6393 Classen Blvd,Norman,OK,73069,2653,0.22,3,3.5,2,1,1,1,1973,415000
NobleOK-2376,9834 Classen Blvd,Noble,OK,73068,1242,1.39,2,1.5,0,0,0,0,2018,169000
NormanOK-2413,5248 Maple Ln,Norman,OK,73071,1552,0.22,3,3.5,3,0,1,0,2004,233000
NobleOK-2377,3089 Robinson St,Noble,OK,73068,2755,3.37,5,5.5,3,1,1,0,1964,370000
OklahomaCityOK-2401,7725 Cedar Ct,Oklahoma City,OK,73139,1376,0.34,3,3,1,0,1,0,1987,174000
NormanOK-2414,5318 Classen Blvd,Norman,OK,73069,3092,0.27,2,1,0,0,0,1,1995,437000
NormanOK-2415,5516 Cedar Ct,Norman,OK,73071,2157,0.40,4,4.5,2,0,1,0,1983,300000
NormanOK-2416,7168 Oak Ave,Norman,OK,73071,2136,0.29,5,4.5,0,0,0,1,1980,297000
NormanOK-2417,837 Main St,Norman,OK,73072,4099,0.30,3,3,3,1,0,0,1998,656000
NobleOK-2378,3905 Oak Ave,Noble,OK,73068,2286,1.80,4,4.5,3,1,1,0,1968,303000
NobleOK-2379,5792 Main St,Noble,OK,73068,4390,0.71,3,2,3,1,1,0,2012,627000
NobleOK-2380,7113 Robinson St,Noble,OK,73068,1905,2.90,2,2,3,0,0,0,2014,261000
NormanOK-2418,4259 Classen Blvd,Norman,OK,73071,1977,0.32,2,1.5,2,0,1,0,2008,310000
NormanOK-2419,2787 Western Ave,Norman,OK,73071,4083,0.34,5,4.5,2,1,1,1,1977,631000
NobleOK-2381,7006 Washington Blvd,Noble,OK,73068,1531,2.49,5,4,0,0,0,1,2013,194000
NobleOK-2382,5632 Western Ave,Noble,OK,73068,2207,1.41,4,3.5,3,0,0,1,1969,256000
OklahomaCityOK-2402,897 Cedar Ct,Oklahoma City,OK,73139,3686,0.24,3,2.5,3,0,0,1,1970,510000
NormanOK-2420,8022 Washington Blvd,Norman,OK,73069,2386,0.28,5,4.5,1,0,1,1,2023,369000
OklahomaCityOK-2403,1722 Oak Ave,Oklahoma City,OK,73160,4112,0.22,4,4.5,1,0,1,1,2023,621000
NobleOK-2383,7089 Robinson St,Noble,OK,73068,4080,3.07,5,5,3,0,1,1,1986,552000
NobleOK-2384,7591 Washington Blvd,Noble,OK,73068,4166,1.92,4,3.5,3,0,0,0,1984,541000
NormanOK-2421,4956 Western Ave,Norman,OK,73069,2064,0.22,4,4,1,0,1,0,1987,303000
NormanOK-2422,8416 Robinson St,Norman,OK,73071,3102,0.18,4,3.5,2,1,1,0,2012,527000
NormanOK-2423,6167 Cedar Ct,Norman,OK,73071,4298,0.19,5,4.5,0,0,1,0,2005,650000
NobleOK-2385,7952 Pine Rd,Noble,OK,73068,1303,1.17,4,3.5,2,0,1,0,1978,148000
OklahomaCityOK-2404,4297 Penn Ave,Oklahoma City,OK,73170,2370,0.25,3,3,1,0,1,0,1975,299000
NormanOK-2424,5344 Main St,Norman,OK,73069,2035,0.17,5,4.5,3,0,1,1,2009,337000
NobleOK-2386,2369 Cedar Ct,Noble,OK,73068,2068,2.73,2,2,3,0,0,0,1990,274000
NobleOK-2387,6391 Pine Rd,Noble,OK,73068,2418,4.73,5,5,1,0,1,0,1993,314000
OklahomaCityOK-2405,6262 Western Ave,Oklahoma City,OK,73159,2715,0.18,5,4,0,0,1,0,1980,344000
NormanOK-2425,8536 Pine Rd,Norman,OK,73072,4087,0.35,4,3,0,0,0,1,1985,587000
NormanOK-2426,8459 Oak Ave,Norman,OK,73071,2934,0.36,3,2.5,3,0,0,1,1988,428000
OklahomaCityOK-2406,8642 Main St,Oklahoma City,OK,73160,1180,0.23,5,5.5,2,0,1,0,2005,185000
OklahomaCityOK-2407,9351 Western Ave,Oklahoma City,OK,73160,4354,0.33,5,5,1,0,0,1,1960,585000
NormanOK-2427,7142 Penn Ave,Norman,OK,73072,2414,0.30,5,5,1,1,1,0,2003,392000
OklahomaCityOK-2408,1883 Robinson St,Oklahoma City,OK,73139,2544,0.23,4,3.5,2,1,0,0,2020,411000
NobleOK-2388,6319 Penn Ave,Noble,OK,73068,1693,0.75,5,4,3,0,1,0,1996,214000
NobleOK-2389,5771 Classen Blvd,Noble,OK,73068,4079,4.61,2,2,2,0,0,0,2009,537000
NobleOK-2390,1973 Oak Ave,Noble,OK,73068,3163,2.59,3,3,3,0,0,0,1998,434000
NobleOK-2391,296 Washington Blvd,Noble,OK,73068,1435,4.38,2,2.5,2,0,0,0,2017,197000
NormanOK-2428,4053 Maple Ln,Norman,OK,73069,3294,0.19,4,4,2,1,0,0,1970,511000
NobleOK-2392,9658 Main St,Noble,OK,73068,4472,0.76,5,4.5,0,0,1,1,2021,591000
NobleOK-2393,6931 Main St,Noble,OK,73068,3244,2.55,4,3,2,0,1,0,1960,388000
NobleOK-2394,2447 Cedar Ct,Noble,OK,73068,1386,3.98,2,2,2,0,1,0,1969,153000
NobleOK-2395,1976 Penn Ave,Noble,OK,73068,3500,4.00,3,3.5,3,0,0,0,2005,475000
OklahomaCityOK-2409,4864 Main St,Oklahoma City,OK,73170,1325,0.27,3,3,3,0,1,1,1960,157000
NobleOK-2396,6237 Classen Blvd,Noble,OK,73068,1330,4.73,2,2.5,1,0,1,0,1994,168000
NobleOK-2397,8397 Washington Blvd,Noble,OK,73068,3042,1.59,5,5,2,0,1,0,1992,410000
OklahomaCityOK-2410,6589 Classen Blvd,Oklahoma City,OK,73160,4295,0.21,4,4.5,2,0,1,0,2020,644000
OklahomaCityOK-2411,6476 Washington Blvd,Oklahoma City,OK,73159,1108,0.24,5,5,1,0,1,1,2021,171000
NormanOK-2429,2780 Penn Ave,Norman,OK,73071,3972,0.31,3,3,0,0,1,0,1967,550000
OklahomaCityOK-2412,734 Maple Ln,Oklahoma City,OK,73139,1196,0.24,2,2,1,0,1,0,1969,135000
NobleOK-2398,717 Maple Ln,Noble,OK,73068,2493,3.16,2,2.5,1,0,1,0,2007,340000
OklahomaCityOK-2413,4120 Penn Ave,Oklahoma City,OK,73170,2141,0.35,4,4,3,0,1,0,2023,343000
NormanOK-2430,6064 Classen Blvd,Norman,OK,73072,2762,0.31,5,4,2,1,0,0,2021,462000
NormanOK-2431,766 Western Ave,Norman,OK,73072,3818,0.34,3,3,2,1,1,1,2014,631000
OklahomaCityOK-2414,1781 Maple Ln,Oklahoma City,OK,73160,3868,0.34,5,5,0,0,1,0,2002,551000
OklahomaCityOK-2415,273 Robinson St,Oklahoma City,OK,73139,4035,0.24,4,3.5,3,0,0,0,1969,551000
NormanOK-2432,3061 Penn Ave,Norman,OK,73071,3869,0.34,5,5.5,3,1,1,0,1972,585000
NormanOK-2433,3960 Pine Rd,Norman,OK,73072,3466,0.24,5,4,2,1,0,0,1986,544000
NormanOK-2434,1002 Pine Rd,Norman,OK,73072,2948,0.24,3,2.5,3,1,1,0,1969,458000
NobleOK-2399,5644 Maple Ln,Noble,OK,73068,3434,2.89,4,3,3,0,1,0,1980,458000
OklahomaCityOK-2416,6063 Cedar Ct,Oklahoma City,OK,73159,3261,0.31,4,4.5,2,1,1,1,1969,463000
OklahomaCityOK-2417,1035 Pine Rd,Oklahoma City,OK,73159,4462,0.32,5,5,0,0,1,1,1992,620000
OklahomaCityOK-2418,4995 Main St,Oklahoma City,OK,73170,1234,0.29,5,5.5,2,0,1,1,1993,159000
NobleOK-2400,7259 Pine Rd,Noble,OK,73068,4099,2.95,2,1.5,3,0,1,1,1962,514000
OklahomaCityOK-2419,7657 Western Ave,Oklahoma City,OK,73159,2245,0.23,5,4,1,0,1,1,2002,316000
NobleOK-2401,9768 Washington Blvd,Noble,OK,73068,3525,0.95,2,2,0,0,0,0,1988,449000
NormanOK-2435,6893 Oak Ave,Norman,OK,73072,3890,0.35,3,2.5,2,1,1,0,2010,638000
OklahomaCityOK-2420,3319 Oak Ave,Oklahoma City,OK,73170,3342,0.24,3,2.5,0,0,0,0,2006,474000
NobleOK-2402,6772 Main St,Noble,OK,73068,2825,4.93,4,3.5,2,0,0,1,2000,388000
NobleOK-2403,8946 Maple Ln,Noble,OK,73068,1103,4.96,2,2.5,3,0,1,0,1997,142000
OklahomaCityOK-2421,3956 Main St,Oklahoma City,OK,73170,1217,0.30,4,3.5,3,0,0,0,1997,185000
OklahomaCityOK-2422,1337 Washington Blvd,Oklahoma City,OK,73159,2186,0.23,3,3,1,0,1,1,1966,257000
NormanOK-2436,5916 Pine Rd,Norman,OK,73071,4361,0.28,5,4.5,1,0,1,0,1996,663000
OklahomaCityOK-2423,5833 Oak Ave,Oklahoma City,OK,73160,3201,0.31,5,5.5,3,1,1,0,2003,494000
OklahomaCityOK-2424,7649 Classen Blvd,Oklahoma City,OK,73139,3536,0.26,5,5,3,0,1,0,2010,517000
OklahomaCityOK-2425,187 Classen Blvd,Oklahoma City,OK,73160,1628,0.15,4,3.5,1,0,1,1,2013,232000
NormanOK-2437,742 Cedar Ct,Norman,OK,73069,1321,0.16,4,4,2,0,0,1,2002,190000
NormanOK-2438,7946 Oak Ave,Norman,OK,73069,1600,0.19,5,4,0,0,0,1,1961,174000
OklahomaCityOK-2426,1608 Maple Ln,Oklahoma City,OK,73170,4326,0.28,2,2.5,2,1,0,0,2003,637000
NobleOK-2404,6504 Robinson St,Noble,OK,73068,3463,3.96,3,2,3,0,1,1,1963,444000
NobleOK-2405,6922 Oak Ave,Noble,OK,73068,2609,4.73,2,1,2,1,1,1,1971,352000
NobleOK-2406,2039 Washington Blvd,Noble,OK,73068,2253,4.80,3,3.5,0,0,1,1,2008,299000
NobleOK-2407,3661 Maple Ln,Noble,OK,73068,2264,3.83,5,5,0,0,1,0,1994,275000
NormanOK-2439,6031 Western Ave,Norman,OK,73069,2841,0.19,2,1.5,2,0,1,1,1986,408000
NormanOK-2440,1582 Maple Ln,Norman,OK,73072,4067,0.18,4,4.5,1,1,0,0,2005,636000
NobleOK-2408,4727 Pine Rd,Noble,OK,73068,3867,3.55,4,4,0,1,1,0,2017,548000
NormanOK-2441,6914 Classen Blvd,Norman,OK,73071,3454,0.24,4,3,2,0,0,0,1991,512000
NormanOK-2442,9721 Classen Blvd,Norman,OK,73069,1443,0.23,3,2,1,0,0,0,2009,221000
NormanOK-2443,732 Cedar Ct,Norman,OK,73069,2336,0.39,2,1.5,1,0,1,0,2020,370000
NobleOK-2409,5003 Washington Blvd,Noble,OK,73068,4405,4.58,3,2.5,1,0,1,1,2022,599000
NormanOK-2444,8121 Washington Blvd,Norman,OK,73071,1996,0.28,4,3,3,0,1,1,2015,322000
OklahomaCityOK-2427,9946 Penn Ave,Oklahoma City,OK,73170,3966,0.23,3,2.5,0,0,1,0,1999,555000
NormanOK-2445,8962 Maple Ln,Norman,OK,73071,1303,0.36,4,4,2,0,0,1,2012,211000
NormanOK-2446,1980 Maple Ln,Norman,OK,73072,4159,0.17,3,3,0,1,1,0,2007,656000
OklahomaCityOK-2428,5822 Washington Blvd,Oklahoma City,OK,73160,2561,0.35,2,2.5,1,0,1,1,1993,343000
NormanOK-2447,4040 Western Ave,Norman,OK,73072,1200,0.36,4,4.5,0,0,1,1,1982,144000
NobleOK-2410,7609 Penn Ave,Noble,OK,73068,3490,0.60,4,4,2,0,1,0,2006,479000
OklahomaCityOK-2429,3159 Penn Ave,Oklahoma City,OK,73159,2632,0.28,5,4.5,0,0,1,0,1988,355000
NormanOK-2448,231 Robinson St,Norman,OK,73069,1246,0.31,2,1,2,0,0,0,2013,209000
NormanOK-2449,9747 Robinson St,Norman,OK,73072,4361,0.23,2,2.5,0,1,1,1,1968,659000
NormanOK-2450,533 Classen Blvd,Norman,OK,73069,4265,0.16,3,2,2,0,1,1,1969,638000
OklahomaCityOK-2430,7237 Western Ave,Oklahoma City,OK,73139,1349,0.16,5,4.5,3,0,1,0,2018,206000
NobleOK-2411,251 Western Ave,Noble,OK,73068,3324,0.61,2,1,1,0,1,0,1992,429000
NormanOK-2451,8168 Main St,Norman,OK,73069,2724,0.24,4,3.5,2,0,1,0,2020,436000
NormanOK-2452,1070 Robinson St,Norman,OK,73069,2649,0.22,5,4.5,1,0,1,0,2002,398000
NormanOK-2453,7897 Robinson St,Norman,OK,73071,1170,0.38,3,2,0,0,1,1,2008,175000
NobleOK-2412,6037 Oak Ave,Noble,OK,73068,1613,3.90,4,3.5,3,0,1,0,1980,187000
OklahomaCityOK-2431,3234 Main St,Oklahoma City,OK,73159,3874,0.20,2,2.5,2,0,1,0,2020,570000
NormanOK-2454,974 Robinson St,Norman,OK,73071,1288,0.28,4,4.5,3,0,1,0,1977,179000
NormanOK-2455,5597 Robinson St,Norman,OK,73069,1359,0.36,3,2.5,2,0,0,1,2012,211000
NormanOK-2456,2399 Robinson St,Norman,OK,73069,1229,0.24,2,2,3,0,1,0,1969,167000
NobleOK-2413,6665 Classen Blvd,Noble,OK,73068,3116,1.08,5,5.5,2,0,1,1,1986,405000
OklahomaCityOK-2432,3454 Maple Ln,Oklahoma City,OK,73159,2271,0.26,4,3,2,1,1,0,1968,319000
NormanOK-2457,5035 Penn Ave,Norman,OK,73069,1657,0.22,5,5,1,0,0,1,1995,239000
NobleOK-2414,3641 Oak Ave,Noble,OK,73068,2445,4.54,5,5,1,0,0,1,1982,282000
OklahomaCityOK-2433,1206 Oak Ave,Oklahoma City,OK,73160,1239,0.27,3,2.5,1,0,1,1,2015,181000
NobleOK-2415,8660 Washington Blvd,Noble,OK,73068,3469,4.94,5,4.5,1,0,1,1,1994,445000
NobleOK-2416,2136 Maple Ln,Noble,OK,73068,2484,2.47,2,2,3,0,1,0,2013,337000
NormanOK-2458,7484 Maple Ln,Norman,OK,73069,4435,0.35,2,2,2,0,0,1,1969,646000
NormanOK-2459,2470 Western Ave,Norman,OK,73069,3469,0.18,5,4.5,3,1,0,1,1991,547000
OklahomaCityOK-2434,6118 Maple Ln,Oklahoma City,OK,73170,3564,0.21,2,2.5,3,0,1,0,2016,527000
NobleOK-2417,284 Main St,Noble,OK,73068,1244,4.99,4,3,1,0,0,0,2002,160000
NormanOK-2460,4734 Cedar Ct,Norman,OK,73069,3883,0.30,3,2,3,0,1,0,2003,616000
NobleOK-2418,549 Washington Blvd,Noble,OK,73068,2563,1.91,2,2,3,1,1,0,2004,381000
OklahomaCityOK-2435,7493 Robinson St,Oklahoma City,OK,73160,2429,0.33,3,3.5,2,0,0,1,2022,374000
NormanOK-2461,5562 Maple Ln,Norman,OK,73069,3845,0.15,5,4.5,3,0,1,0,1970,568000
OklahomaCityOK-2436,5046 Cedar Ct,Oklahoma City,OK,73170,1707,0.21,4,4,3,0,0,0,1969,229000
NobleOK-2419,2667 Western Ave,Noble,OK,73068,3112,1.18,2,2.5,0,1,0,0,1967,401000
NobleOK-2420,155 Penn Ave,Noble,OK,73068,1689,2.72,4,3.5,3,0,1,0,1984,207000
NormanOK-2462,2507 Main St,Norman,OK,73069,3797,0.40,2,2.5,0,0,1,0,1997,553000
NobleOK-2421,8158 Pine Rd,Noble,OK,73068,2221,2.91,5,4,2,0,0,0,2000,295000
OklahomaCityOK-2437,1702 Cedar Ct,Oklahoma City,OK,73159,2036,0.24,5,5,3,0,0,1,1987,296000
